n,basis,trace_sum,rate,ci_lower,ci_upper,trials
16,Cycle,0.5847381500105531,1.0,0.996173241514445,1.0,1000
16,Cycle,0.5912643350094977,1.0,0.996173241514445,1.0,1000
16,Cycle,0.5977905200084425,1.0,0.996173241514445,1.0,1000
16,Cycle,0.6043167050073872,1.0,0.996173241514445,1.0,1000
16,Cycle,0.6108428900063319,1.0,0.996173241514445,1.0,1000
16,Cycle,0.6173690750052765,1.0,0.996173241514445,1.0,1000
16,Cycle,0.6238952600042212,1.0,0.996173241514445,1.0,1000
16,Cycle,0.630421445003166,1.0,0.996173241514445,1.0,1000
16,Cycle,0.6369476300021106,1.0,0.996173241514445,1.0,1000
16,Cycle,0.6434738150010553,1.0,0.996173241514445,1.0,1000
16,Cycle,0.65,1.0,0.996173241514445,1.0,1000
16,Phase,0.3302169350517099,0.993,0.9856216845342334,0.9966051315990092,1000
16,Phase,0.3367431200506546,0.994,0.9869718317581478,0.9972473308581237,1000
16,Phase,0.3432693050495993,0.995,0.9883490446266249,0.9978624644726756,1000
16,Phase,0.349795490048544,0.997,0.9912169859464969,0.9989792161188614,1000
16,Phase,0.3563216750474887,0.996,0.9897604437227377,0.9984434118595916,1000
16,Phase,0.3628478600464334,1.0,0.996173241514445,1.0,1000
16,Phase,0.3693740450453781,0.999,0.9943574414020421,0.9998234536293739,1000
16,Phase,0.37590023004432277,1.0,0.996173241514445,1.0,1000
16,Phase,0.38242641504326746,1.0,0.996173241514445,1.0,1000
16,Phase,0.38895260004221216,0.999,0.9943574414020421,0.9998234536293739,1000
16,Phase,0.39547878504115686,1.0,0.996173241514445,1.0,1000
16,Phase,0.40200497004010155,0.999,0.9943574414020421,0.9998234536293739,1000
16,Phase,0.40853115503904625,1.0,0.996173241514445,1.0,1000
16,Phase,0.41505734003799094,1.0,0.996173241514445,1.0,1000
16,Phase,0.42158352503693564,1.0,0.996173241514445,1.0,1000
16,Phase,0.42810971003588033,1.0,0.996173241514445,1.0,1000
16,Phase,0.434635895034825,1.0,0.996173241514445,1.0,1000
16,Phase,0.4411620800337697,1.0,0.996173241514445,1.0,1000
16,Phase,0.4476882650327144,1.0,0.996173241514445,1.0,1000
16,Phase,0.4542144500316591,1.0,0.996173241514445,1.0,1000
16,Phase,0.4607406350306038,1.0,0.996173241514445,1.0,1000
16,Phase,0.46726682002954856,1.0,0.996173241514445,1.0,1000
16,Phase,0.4737930050284932,1.0,0.996173241514445,1.0,1000
16,Phase,0.48031919002743795,1.0,0.996173241514445,1.0,1000
16,Phase,0.4868453750263826,1.0,0.996173241514445,1.0,1000
16,Phase,0.49337156002532734,1.0,0.996173241514445,1.0,1000
16,Phase,0.499897745024272,1.0,0.996173241514445,1.0,1000
16,Phase,0.5064239300232167,1.0,0.996173241514445,1.0,1000
16,Phase,0.5129501150221614,1.0,0.996173241514445,1.0,1000
16,Phase,0.5194763000211061,1.0,0.996173241514445,1.0,1000
16,Phase,0.5260024850200508,1.0,0.996173241514445,1.0,1000
16,Phase,0.5325286700189955,1.0,0.996173241514445,1.0,1000
16,Phase,0.5390548550179401,1.0,0.996173241514445,1.0,1000
16,Phase,0.5455810400168849,1.0,0.996173241514445,1.0,1000
16,Phase,0.5521072250158295,1.0,0.996173241514445,1.0,1000
16,Phase,0.5586334100147743,1.0,0.996173241514445,1.0,1000
16,Phase,0.5651595950137189,1.0,0.996173241514445,1.0,1000
16,Phase,0.5716857800126637,1.0,0.996173241514445,1.0,1000
16,Phase,0.5782119650116083,1.0,0.996173241514445,1.0,1000
16,Phase,0.5847381500105531,1.0,0.996173241514445,1.0,1000
16,Phase,0.5912643350094977,1.0,0.996173241514445,1.0,1000
16,Phase,0.5977905200084425,1.0,0.996173241514445,1.0,1000
16,Phase,0.6043167050073872,1.0,0.996173241514445,1.0,1000
16,Phase,0.6108428900063319,1.0,0.996173241514445,1.0,1000
16,Phase,0.6173690750052765,1.0,0.996173241514445,1.0,1000
16,Phase,0.6238952600042212,1.0,0.996173241514445,1.0,1000
16,Phase,0.630421445003166,1.0,0.996173241514445,1.0,1000
16,Phase,0.6369476300021106,1.0,0.996173241514445,1.0,1000
16,Phase,0.6434738150010553,1.0,0.996173241514445,1.0,1000
16,Phase,0.65,1.0,0.996173241514445,1.0,1000
16,Walsh,0.3302169350517099,1.0,0.996173241514445,1.0,1000
16,Walsh,0.3367431200506546,1.0,0.996173241514445,1.0,1000
16,Walsh,0.3432693050495993,1.0,0.996173241514445,1.0,1000
16,Walsh,0.349795490048544,1.0,0.996173241514445,1.0,1000
16,Walsh,0.3563216750474887,1.0,0.996173241514445,1.0,1000
16,Walsh,0.3628478600464334,1.0,0.996173241514445,1.0,1000
16,Walsh,0.3693740450453781,1.0,0.996173241514445,1.0,1000
16,Walsh,0.37590023004432277,1.0,0.996173241514445,1.0,1000
16,Walsh,0.38242641504326746,1.0,0.996173241514445,1.0,1000
16,Walsh,0.38895260004221216,1.0,0.996173241514445,1.0,1000
16,Walsh,0.39547878504115686,1.0,0.996173241514445,1.0,1000
16,Walsh,0.40200497004010155,1.0,0.996173241514445,1.0,1000
16,Walsh,0.40853115503904625,1.0,0.996173241514445,1.0,1000
16,Walsh,0.41505734003799094,1.0,0.996173241514445,1.0,1000
16,Walsh,0.42158352503693564,1.0,0.996173241514445,1.0,1000
16,Walsh,0.42810971003588033,1.0,0.996173241514445,1.0,1000
16,Walsh,0.434635895034825,1.0,0.996173241514445,1.0,1000
16,Walsh,0.4411620800337697,1.0,0.996173241514445,1.0,1000
16,Walsh,0.4476882650327144,1.0,0.996173241514445,1.0,1000
16,Walsh,0.4542144500316591,1.0,0.996173241514445,1.0,1000
16,Walsh,0.4607406350306038,1.0,0.996173241514445,1.0,1000
16,Walsh,0.46726682002954856,1.0,0.996173241514445,1.0,1000
16,Walsh,0.4737930050284932,1.0,0.996173241514445,1.0,1000
16,Walsh,0.48031919002743795,1.0,0.996173241514445,1.0,1000
16,Walsh,0.4868453750263826,1.0,0.996173241514445,1.0,1000
16,Walsh,0.49337156002532734,1.0,0.996173241514445,1.0,1000
16,Walsh,0.499897745024272,1.0,0.996173241514445,1.0,1000
16,Walsh,0.5064239300232167,1.0,0.996173241514445,1.0,1000
16,Walsh,0.5129501150221614,1.0,0.996173241514445,1.0,1000
16,Walsh,0.5194763000211061,1.0,0.996173241514445,1.0,1000
16,Walsh,0.5260024850200508,1.0,0.996173241514445,1.0,1000
16,Walsh,0.5325286700189955,1.0,0.996173241514445,1.0,1000
16,Walsh,0.5390548550179401,1.0,0.996173241514445,1.0,1000
16,Walsh,0.5455810400168849,1.0,0.996173241514445,1.0,1000
16,Walsh,0.5521072250158295,1.0,0.996173241514445,1.0,1000
16,Walsh,0.5586334100147743,1.0,0.996173241514445,1.0,1000
16,Walsh,0.5651595950137189,1.0,0.996173241514445,1.0,1000
16,Walsh,0.5716857800126637,1.0,0.996173241514445,1.0,1000
16,Walsh,0.5782119650116083,1.0,0.996173241514445,1.0,1000
16,Walsh,0.5847381500105531,1.0,0.996173241514445,1.0,1000
16,Walsh,0.5912643350094977,1.0,0.996173241514445,1.0,1000
16,Walsh,0.5977905200084425,1.0,0.996173241514445,1.0,1000
16,Walsh,0.6043167050073872,1.0,0.996173241514445,1.0,1000
16,Walsh,0.6108428900063319,1.0,0.996173241514445,1.0,1000
16,Walsh,0.6173690750052765,1.0,0.996173241514445,1.0,1000
16,Walsh,0.6238952600042212,1.0,0.996173241514445,1.0,1000
16,Walsh,0.630421445003166,1.0,0.996173241514445,1.0,1000
16,Walsh,0.6369476300021106,1.0,0.996173241514445,1.0,1000
16,Walsh,0.6434738150010553,1.0,0.996173241514445,1.0,1000
16,Walsh,0.65,1.0,0.996173241514445,1.0,1000
24,Cycle,0.34133380993950035,1.0,0.996173241514445,1.0,1000
24,Cycle,0.34763311994073504,0.999,0.9943574414020421,0.9998234536293739,1000
24,Cycle,0.3539324299419697,1.0,0.996173241514445,1.0,1000
24,Cycle,0.3602317399432044,1.0,0.996173241514445,1.0,1000
24,Cycle,0.3665310499444391,0.998,0.9927371921365079,0.9994513564118793,1000
24,Cycle,0.3728303599456738,1.0,0.996173241514445,1.0,1000
24,Cycle,0.3791296699469085,1.0,0.996173241514445,1.0,1000
24,Cycle,0.3854289799481432,1.0,0.996173241514445,1.0,1000
24,Cycle,0.39172828994937786,1.0,0.996173241514445,1.0,1000
24,Cycle,0.39802759995061254,1.0,0.996173241514445,1.0,1000
24,Cycle,0.4043269099518472,1.0,0.996173241514445,1.0,1000
24,Cycle,0.4106262199530819,1.0,0.996173241514445,1.0,1000
24,Cycle,0.4169255299543166,1.0,0.996173241514445,1.0,1000
24,Cycle,0.42322483995555127,1.0,0.996173241514445,1.0,1000
24,Cycle,0.429524149956786,1.0,0.996173241514445,1.0,1000
24,Cycle,0.4358234599580207,1.0,0.996173241514445,1.0,1000
24,Cycle,0.44212276995925537,1.0,0.996173241514445,1.0,1000
24,Cycle,0.44842207996049005,1.0,0.996173241514445,1.0,1000
24,Cycle,0.45472138996172473,1.0,0.996173241514445,1.0,1000
24,Cycle,0.4610206999629594,1.0,0.996173241514445,1.0,1000
24,Cycle,0.4673200099641941,1.0,0.996173241514445,1.0,1000
24,Cycle,0.47361931996542883,1.0,0.996173241514445,1.0,1000
24,Cycle,0.47991862996666346,1.0,0.996173241514445,1.0,1000
24,Cycle,0.4862179399678982,1.0,0.996173241514445,1.0,1000
24,Cycle,0.4925172499691328,1.0,0.996173241514445,1.0,1000
24,Cycle,0.49881655997036756,1.0,0.996173241514445,1.0,1000
24,Cycle,0.5051158699716023,1.0,0.996173241514445,1.0,1000
24,Cycle,0.5114151799728369,1.0,0.996173241514445,1.0,1000
24,Cycle,0.5177144899740715,1.0,0.996173241514445,1.0,1000
24,Cycle,0.5240137999753063,1.0,0.996173241514445,1.0,1000
24,Cycle,0.530313109976541,1.0,0.996173241514445,1.0,1000
24,Cycle,0.5366124199777756,1.0,0.996173241514445,1.0,1000
24,Cycle,0.5429117299790104,1.0,0.996173241514445,1.0,1000
24,Cycle,0.549211039980245,1.0,0.996173241514445,1.0,1000
24,Cycle,0.5555103499814797,1.0,0.996173241514445,1.0,1000
24,Cycle,0.5618096599827145,1.0,0.996173241514445,1.0,1000
24,Cycle,0.5681089699839491,1.0,0.996173241514445,1.0,1000
24,Cycle,0.5744082799851837,1.0,0.996173241514445,1.0,1000
24,Cycle,0.5807075899864185,1.0,0.996173241514445,1.0,1000
24,Cycle,0.5870068999876532,1.0,0.996173241514445,1.0,1000
24,Cycle,0.5933062099888878,1.0,0.996173241514445,1.0,1000
24,Cycle,0.5996055199901225,1.0,0.996173241514445,1.0,1000
24,Cycle,0.6059048299913572,1.0,0.996173241514445,1.0,1000
24,Cycle,0.6122041399925919,1.0,0.996173241514445,1.0,1000
24,Cycle,0.6185034499938267,1.0,0.996173241514445,1.0,1000
24,Cycle,0.6248027599950613,1.0,0.996173241514445,1.0,1000
24,Cycle,0.6311020699962959,1.0,0.996173241514445,1.0,1000
24,Cycle,0.6374013799975307,1.0,0.996173241514445,1.0,1000
24,Cycle,0.6437006899987654,1.0,0.996173241514445,1.0,1000
24,Cycle,0.65,1.0,0.996173241514445,1.0,1000
24,Phase,0.34133380993950035,0.998,0.9927371921365079,0.9994513564118793,1000
24,Phase,0.34763311994073504,0.999,0.9943574414020421,0.9998234536293739,1000
24,Phase,0.3539324299419697,1.0,0.996173241514445,1.0,1000
24,Phase,0.3602317399432044,1.0,0.996173241514445,1.0,1000
24,Phase,0.3665310499444391,1.0,0.996173241514445,1.0,1000
24,Phase,0.3728303599456738,1.0,0.996173241514445,1.0,1000
24,Phase,0.3791296699469085,1.0,0.996173241514445,1.0,1000
24,Phase,0.3854289799481432,1.0,0.996173241514445,1.0,1000
24,Phase,0.39172828994937786,1.0,0.996173241514445,1.0,1000
24,Phase,0.39802759995061254,1.0,0.996173241514445,1.0,1000
24,Phase,0.4043269099518472,1.0,0.996173241514445,1.0,1000
24,Phase,0.4106262199530819,1.0,0.996173241514445,1.0,1000
24,Phase,0.4169255299543166,1.0,0.996173241514445,1.0,1000
24,Phase,0.42322483995555127,1.0,0.996173241514445,1.0,1000
24,Phase,0.429524149956786,1.0,0.996173241514445,1.0,1000
24,Phase,0.4358234599580207,1.0,0.996173241514445,1.0,1000
24,Phase,0.44212276995925537,1.0,0.996173241514445,1.0,1000
24,Phase,0.44842207996049005,1.0,0.996173241514445,1.0,1000
24,Phase,0.45472138996172473,1.0,0.996173241514445,1.0,1000
24,Phase,0.4610206999629594,1.0,0.996173241514445,1.0,1000
24,Phase,0.4673200099641941,1.0,0.996173241514445,1.0,1000
24,Phase,0.47361931996542883,1.0,0.996173241514445,1.0,1000
24,Phase,0.47991862996666346,1.0,0.996173241514445,1.0,1000
24,Phase,0.4862179399678982,1.0,0.996173241514445,1.0,1000
24,Phase,0.4925172499691328,1.0,0.996173241514445,1.0,1000
24,Phase,0.49881655997036756,1.0,0.996173241514445,1.0,1000
24,Phase,0.5051158699716023,1.0,0.996173241514445,1.0,1000
24,Phase,0.5114151799728369,1.0,0.996173241514445,1.0,1000
24,Phase,0.5177144899740715,1.0,0.996173241514445,1.0,1000
24,Phase,0.5240137999753063,1.0,0.996173241514445,1.0,1000
24,Phase,0.530313109976541,1.0,0.996173241514445,1.0,1000
24,Phase,0.5366124199777756,1.0,0.996173241514445,1.0,1000
24,Phase,0.5429117299790104,1.0,0.996173241514445,1.0,1000
24,Phase,0.549211039980245,1.0,0.996173241514445,1.0,1000
24,Phase,0.5555103499814797,1.0,0.996173241514445,1.0,1000
24,Phase,0.5618096599827145,1.0,0.996173241514445,1.0,1000
24,Phase,0.5681089699839491,1.0,0.996173241514445,1.0,1000
24,Phase,0.5744082799851837,1.0,0.996173241514445,1.0,1000
24,Phase,0.5807075899864185,1.0,0.996173241514445,1.0,1000
24,Phase,0.5870068999876532,1.0,0.996173241514445,1.0,1000
24,Phase,0.5933062099888878,1.0,0.996173241514445,1.0,1000
24,Phase,0.5996055199901225,1.0,0.996173241514445,1.0,1000
24,Phase,0.6059048299913572,1.0,0.996173241514445,1.0,1000
24,Phase,0.6122041399925919,1.0,0.996173241514445,1.0,1000
24,Phase,0.6185034499938267,1.0,0.996173241514445,1.0,1000
24,Phase,0.6248027599950613,1.0,0.996173241514445,1.0,1000
24,Phase,0.6311020699962959,1.0,0.996173241514445,1.0,1000
24,Phase,0.6374013799975307,1.0,0.996173241514445,1.0,1000
24,Phase,0.6437006899987654,1.0,0.996173241514445,1.0,1000
24,Phase,0.65,1.0,0.996173241514445,1.0,1000
24,Paley,0.34133380993950035,1.0,0.996173241514445,1.0,1000
24,Paley,0.34763311994073504,1.0,0.996173241514445,1.0,1000
24,Paley,0.3539324299419697,1.0,0.996173241514445,1.0,1000
24,Paley,0.3602317399432044,1.0,0.996173241514445,1.0,1000
24,Paley,0.3665310499444391,1.0,0.996173241514445,1.0,1000
24,Paley,0.3728303599456738,1.0,0.996173241514445,1.0,1000
24,Paley,0.3791296699469085,1.0,0.996173241514445,1.0,1000
24,Paley,0.3854289799481432,1.0,0.996173241514445,1.0,1000
24,Paley,0.39172828994937786,1.0,0.996173241514445,1.0,1000
24,Paley,0.39802759995061254,1.0,0.996173241514445,1.0,1000
24,Paley,0.4043269099518472,1.0,0.996173241514445,1.0,1000
24,Paley,0.4106262199530819,1.0,0.996173241514445,1.0,1000
24,Paley,0.4169255299543166,1.0,0.996173241514445,1.0,1000
24,Paley,0.42322483995555127,1.0,0.996173241514445,1.0,1000
24,Paley,0.429524149956786,1.0,0.996173241514445,1.0,1000
24,Paley,0.4358234599580207,1.0,0.996173241514445,1.0,1000
24,Paley,0.44212276995925537,1.0,0.996173241514445,1.0,1000
24,Paley,0.44842207996049005,1.0,0.996173241514445,1.0,1000
24,Paley,0.45472138996172473,1.0,0.996173241514445,1.0,1000
24,Paley,0.4610206999629594,1.0,0.996173241514445,1.0,1000
24,Paley,0.4673200099641941,1.0,0.996173241514445,1.0,1000
24,Paley,0.47361931996542883,1.0,0.996173241514445,1.0,1000
24,Paley,0.47991862996666346,1.0,0.996173241514445,1.0,1000
24,Paley,0.4862179399678982,1.0,0.996173241514445,1.0,1000
24,Paley,0.4925172499691328,1.0,0.996173241514445,1.0,1000
24,Paley,0.49881655997036756,1.0,0.996173241514445,1.0,1000
24,Paley,0.5051158699716023,1.0,0.996173241514445,1.0,1000
24,Paley,0.5114151799728369,1.0,0.996173241514445,1.0,1000
24,Paley,0.5177144899740715,1.0,0.996173241514445,1.0,1000
24,Paley,0.5240137999753063,1.0,0.996173241514445,1.0,1000
24,Paley,0.530313109976541,1.0,0.996173241514445,1.0,1000
24,Paley,0.5366124199777756,1.0,0.996173241514445,1.0,1000
24,Paley,0.5429117299790104,1.0,0.996173241514445,1.0,1000
24,Paley,0.549211039980245,1.0,0.996173241514445,1.0,1000
24,Paley,0.5555103499814797,1.0,0.996173241514445,1.0,1000
24,Paley,0.5618096599827145,1.0,0.996173241514445,1.0,1000
24,Paley,0.5681089699839491,1.0,0.996173241514445,1.0,1000
24,Paley,0.5744082799851837,1.0,0.996173241514445,1.0,1000
24,Paley,0.5807075899864185,1.0,0.996173241514445,1.0,1000
24,Paley,0.5870068999876532,1.0,0.996173241514445,1.0,1000
24,Paley,0.5933062099888878,1.0,0.996173241514445,1.0,1000
24,Paley,0.5996055199901225,1.0,0.996173241514445,1.0,1000
24,Paley,0.6059048299913572,1.0,0.996173241514445,1.0,1000
24,Paley,0.6122041399925919,1.0,0.996173241514445,1.0,1000
24,Paley,0.6185034499938267,1.0,0.996173241514445,1.0,1000
24,Paley,0.6248027599950613,1.0,0.996173241514445,1.0,1000
24,Paley,0.6311020699962959,1.0,0.996173241514445,1.0,1000
24,Paley,0.6374013799975307,1.0,0.996173241514445,1.0,1000
24,Paley,0.6437006899987654,1.0,0.996173241514445,1.0,1000
24,Paley,0.65,1.0,0.996173241514445,1.0,1000
