n,basis,trace_sum,rate,ci_lower,ci_upper,trials
8,Paley,0.5555216887444314,1.0,0.996173241514445,1.0,1000
8,Paley,0.5633948813490621,1.0,0.996173241514445,1.0,1000
8,Paley,0.5712680739536928,1.0,0.996173241514445,1.0,1000
8,Paley,0.5791412665583235,1.0,0.996173241514445,1.0,1000
8,Paley,0.5870144591629542,1.0,0.996173241514445,1.0,1000
8,Paley,0.594887651767585,1.0,0.996173241514445,1.0,1000
8,Paley,0.6027608443722157,1.0,0.996173241514445,1.0,1000
8,Paley,0.6106340369768465,1.0,0.996173241514445,1.0,1000
8,Paley,0.6185072295814772,1.0,0.996173241514445,1.0,1000
8,Paley,0.6263804221861079,1.0,0.996173241514445,1.0,1000
8,Paley,0.6342536147907386,1.0,0.996173241514445,1.0,1000
8,Paley,0.6421268073953693,1.0,0.996173241514445,1.0,1000
8,Paley,0.65,1.0,0.996173241514445,1.0,1000
12,Cycle,0.3141016151377546,0.955,0.9403171620637766,0.9662004877143683,1000
12,Cycle,0.32022406411734644,0.957,0.942580996155916,0.9679213465882865,1000
12,Cycle,0.32634651309693824,0.964,0.9505643395327921,0.9738844285926127,1000
12,Cycle,0.3324689620765301,0.971,0.9586616416633058,0.9797335518433012,1000
12,Cycle,0.33859141105612195,0.974,0.9621761711573101,0.9821960617983837,1000
12,Cycle,0.34471386003571375,0.982,0.9717267448294926,0.9885842599904322,1000
12,Cycle,0.3508363090153056,0.989,0.9804106042992137,0.9938468259019134,1000
12,Cycle,0.35695875799489746,0.992,0.9842936654690199,0.995940804181194,1000
12,Cycle,0.3630812069744893,0.995,0.9883490446266249,0.9978624644726756,1000
12,Cycle,0.3692036559540811,0.995,0.9883490446266249,0.9978624644726756,1000
12,Cycle,0.37532610493367297,0.994,0.9869718317581478,0.9972473308581237,1000
12,Cycle,0.3814485539132648,0.997,0.9912169859464969,0.9989792161188614,1000
12,Cycle,0.3875710028928566,0.998,0.9927371921365079,0.9994513564118793,1000
12,Cycle,0.3936934518724485,0.998,0.9927371921365079,0.9994513564118793,1000
12,Cycle,0.39981590085204033,0.999,0.9943574414020421,0.9998234536293739,1000
12,Cycle,0.40593834983163213,1.0,0.996173241514445,1.0,1000
12,Cycle,0.412060798811224,0.999,0.9943574414020421,0.9998234536293739,1000
12,Cycle,0.41818324779081584,1.0,0.996173241514445,1.0,1000
12,Cycle,0.42430569677040764,1.0,0.996173241514445,1.0,1000
12,Cycle,0.4304281457499995,1.0,0.996173241514445,1.0,1000
12,Cycle,0.43655059472959135,1.0,0.996173241514445,1.0,1000
12,Cycle,0.44267304370918314,1.0,0.996173241514445,1.0,1000
12,Cycle,0.448795492688775,1.0,0.996173241514445,1.0,1000
12,Cycle,0.45491794166836685,1.0,0.996173241514445,1.0,1000
12,Cycle,0.46104039064795865,1.0,0.996173241514445,1.0,1000
